Authorization Number,Site City Name,Establishment Name,Manager Name,Initial Effective Date,Site Address Line 1,Site Address Line 2,Site Province Abbrev,Site Postal Code,Telephone Number,Online Sales
785829,RED DEER COUNTY,Rocky Mountain Cannabis,"Turner, Thomas Nathan, Mgr
",12/5/2023,124 LEVA AVE,,AB,T4E 1B2,4034067330.0,No 
301239,RED DEER COUNTY,Stigma Grow,,3/11/2019,255C CLEARVIEW DRIVE,,AB,T4E 3B6,4038442559.0,No 
301677,RED DEER COUNTY,Supernova Farms Inc.,,11/1/2021,22-39207 RANGE ROAD 271,,AB,T4S 2M4,4036502812.0,No 
783787,RED EARTH CREEK,Mistik Cannabis Co.,"Joos, Othmar Travis, Mgr
",12/6/2021,5-223 MOORE DRIVE,,AB,T0G 1X0,7806470420.0,No 
780609,REDCLIFF,Green Peace Hempire Inc.,"King, Raymond Daniel, Mgr
",10/24/2019,3-631 SOUTH RAILWAY DR NE,,AB,T0J 2P0,4034874420.0,No 
781235,REDCLIFF,Weed Warehouse,"Ahlm, Keith Dale, Mgr
",2/12/2020,205 BROADWAY AVENUE EAST,,AB,T0J 2P0,4037120250.0,No 
782727,REDWATER,Green Solution Cannabis,"Smith, Shane, Mgr
",5/19/2021,A 4904 50 AVENUE,,AB,T0A 2W0,7806166256.0,No 
784291,RIMBEY,F & L Cannabis Inc.,"Fertig, Stephan Marvin Wayne, Mgr
",7/11/2022,5201 43 STREET,,AB,T0C 2J0,4038436009.0,No 
784629,RIMBEY,Green Solution Cannabis,"Choi, Wondo, Mgr
",11/24/2022,A-4810 51 STREET,,AB,T0C 2J0,4039635620.0,No 
782918,RIMBEY,Oz Cannabis,"Laurie, Alexander, Mgr
",7/28/2021,102-5005 50 AVENUE,,AB,T0C 2J0,8256502055.0,Yes
819781,ROCKY MOUNTAIN HOUSE,Bargain Buds Cannabis - Rocky,"Seelen, Kale Joseph Alexander, Mgr
",2/11/2026,5027 45 ST UNIT B,,AB,T4T 1B3,4038711420.0,No 
783688,ROCKY MOUNTAIN HOUSE,Green Solution Cannabis,"Choi, Hea Lee, Mgr
",11/1/2021,4507 47 AVE,,AB,T4T 1C5,4033227201.0,No 
778798,ROCKY MOUNTAIN HOUSE,Rocky Mountain Cannabis,"Turner, Thomas Nathan, Mgr
",8/6/2019,5103B 46 STREET,,AB,T4T 1C7,4033220420.0,No 
301920,ROCKY VIEW COUNTY,Simply Solventless,,12/14/2022,279209 RANGE ROAD 20,,AB,T4B 4P2,4037963640.0,No 
806560,ROLLY VIEW,Weed Mart,"Chadha, Naginder, Mgr
",12/9/2025,20A-49402 RR 234,,AB,T4X 0Y1,7785592292.0,No 
784521,RYCROFT,The Potterie Express Rycroft,"Roche, Ben James, Mgr
",6/27/2022,4923 43 STREET,,AB,T0H 3A0,7805004367.0,Yes
785136,SEXSMITH,Sexsmith Cannabis,"Goel, Nitish, Mgr
",7/21/2023,9929-A 100 STREET,,AB,T0H 3C0,6046133921.0,No 
779704,SEXSMITH,Spiritleaf - Sexsmith,"Mercier, James Beaudoin, Mgr
",10/7/2019,10004 HIGHWAY STREET,,AB,T0H 3C0,7805372065.0,No 
783438,SHERWOOD PARK,420 Premium Market,"Pernal, Ryan Anthony, Mgr
",7/30/2021,915-3890 SHERWOOD DR,,AB,T8H 0Z9,5874304203.0,Yes
784766,SHERWOOD PARK,Bud N' Buddies Cannabis,"Saini, Jaspreet Singh, Mgr
",6/5/2023,130-75 SALISBURY WAY,,AB,T8B 1K4,8252188234.0,No 
784054,SHERWOOD PARK,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",6/28/2022,77-993 FIR ST,,AB,T8A 4N5,7805709686.0,Yes
806838,SHERWOOD PARK,Canna Cabana,"Wheeler, Ethan James, Mgr
",5/28/2025,UNIT 30E -2020 SHERWOOD DR,,AB,T8A 3H9,7805700895.0,Yes
782906,SHERWOOD PARK,Cannabis Boutique,"Parker, Steven Larry F., Mgr
",1/6/2022,820-800 BROADMOOR BOULEVARD,,AB,T8A 4Y6,7808009831.0,Yes
784374,SHERWOOD PARK,Cannabis Discounter,"Kaur, Amandeep, Mgr
",8/31/2022,42-665 BASELINE RD,,AB,T8A 5V9,5872690555.0,Yes
815724,SHERWOOD PARK,Crop Circle Cannabis,"Eades, Caleb Joshua, Mgr
",8/11/2025,51516A RANGE ROAD 224,,AB,T8C 1H5,7807252767.0,No 
781194,SHERWOOD PARK,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",12/16/2019,19-99 WYE ROAD,,AB,T8B 1M1,7805709461.0,Yes
781195,SHERWOOD PARK,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",12/11/2019,350-590 BASELINE RD,,AB,T8H 1Y4,7805709463.0,Yes
782226,SHERWOOD PARK,Good Roots Cannabis,"Martel, Curtis John, Mgr
",2/12/2021,935-3890 SHERWOOD DRIVE,,AB,T8H 0Z9,7805704200.0,No 
783198,SHERWOOD PARK,Kurve Cannabis at Sherwood Park,"Dhaliwal, Ranjeet Singh, Mgr
",8/18/2022,120-14 SIOUX RD,,AB,T8A 4X1,7804176192.0,Yes
783329,SHERWOOD PARK,Plantlife,"Scott, Ian Hardie, Mgr
",9/20/2021,220-501 EMERALD DR,,AB,T8H 0W6,7804496039.0,No 
783987,SHERWOOD PARK,Pop's Cannabis (WEST),"Arbuthnot, John William, Mgr
",3/31/2022,301-101 GRANADA BLVD,,AB,T8A 4W2,7805705334.0,Yes
778177,SHERWOOD PARK,Spiritleaf - Sherwood Park,"Digiuseppe, Dino Nicholas, Mgr
",7/29/2019,7-52 BRENTWOOD BLVD,,AB,T8A 2H6,7804495180.0,Yes
807413,SHERWOOD PARK,Spiritleaf Salisbury,"Digiuseppe, Dino Nicholas, Mgr
",2/18/2025,130-115  TISBURY ST,,AB,T8B 0B7,5872695153.0,No 
810160,SHERWOOD PARK,The Canna Shop,"Sarohia, Karamjit Singh, Mgr
",5/8/2025,6 BLACKFOOT RD,,AB,T8A 4P4,5872811888.0,No 
778733,SHERWOOD PARK,Value Buds at Baseline Village,"Sanderson, Grant Leigh, Mgr
",12/3/2019,416-222 BASELINE RD,,AB,T8H 1S8,7805700524.0,No 
778432,SHERWOOD PARK,Value Buds at Summerwood,"Sanderson, Grant Leigh, Mgr
",4/18/2019,82-4005 CLOVER BAR RD,,AB,T8H 0M4,5872692992.0,No 
809894,SIMON LAKES,Simon Lake Cannabis Store,"Singh, Amritpal, Mgr
",9/2/2025,S 38 SIMON LAKE HIGHWAY 986,,AB,T0H 0N0,2045120760.0,No 
784195,SLAVE LAKE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",4/22/2022,108-1104 MAIN STREET SW,,AB,T0G 2A4,7808494768.0,No 
786481,SLAVE LAKE,Cannabis 4 Less,"Hinks, Lucas Gault Juneau, Mgr
",5/8/2024,100-102 6 AVE SW,,AB,T0G 2A1,7805361039.0,Yes
779634,SLAVE LAKE,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",9/20/2019,540-1500 MAIN STREET,,AB,T0G 2A0,7808496711.0,Yes
801249,SMOKY LAKE,Equilibrium Cannabis,"Ewaskiw, Derek Ross, Mgr
",10/24/2024,35B WHITE EARTH STREET,,AB,T0A 3C0,7806563851.0,No 
783392,SPIRIT RIVER,Plain Jane Cannabis,"Carson, Tatum Sofia L., Mgr
",9/15/2021,5030 47 AVENUE,,AB,T0H 3G0,7802193567.0,No 
790042,SPRUCE GROVE,Cloud Fresh,"Horth, Ryan Anthony, Mgr
",7/16/2024,532A-31-26323 TOWNSHIP RD,,AB,T7X 4M1,7809408480.0,No 
780785,SPRUCE GROVE,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",12/16/2019,214-10 WESTWIND DR,,AB,T7X 0Y5,5874610428.0,Yes
805641,SPRUCE GROVE,Lucid Cannabis,"Mail, Eli Samuel, Mgr
",8/21/2024,25A-100 KING ST,,AB,T7X 0J6,7805710047.0,Yes
805647,SPRUCE GROVE,Lucid Cannabis,"Mail, Eli Samuel, Mgr
",8/21/2024,104-8 MCLEOD AVE,,AB,T7X 3X3,5872860110.0,Yes
815929,SPRUCE GROVE,One Plant Spruce Grove,"Serruya, Aaron, Mgr
",2/2/2026,112-131 CENTURY CROSS,,AB,T7X 0C8,5874613950.0,No 
785704,SPRUCE GROVE,Pioneer Cannabis,"Dhillon, Amarjeetsingh Gurudayalsingh, Mgr
",1/29/2024,317-280 PIONEER ROAD,,AB,T7X 2W3,3689982624.0,No 
780990,SPRUCE GROVE,Plantlife,"Scott, Ian Hardie, Mgr
",9/10/2019,360-4 MCLEOD AVE,,AB,T7X 4B8,7805710308.0,No 
777944,SPRUCE GROVE,Value Buds at Grove Landing,"Sanderson, Grant Leigh, Mgr
",10/17/2018,17 NELSON DR,,AB,T7X 3X3,5872861106.0,No 
784197,ST PAUL,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",4/22/2022,4225 50 AVE,,AB,T0A 3A3,7806451160.0,No 
782127,ST PAUL,Green Solution Cannabis,"Choi, Hea Lee, Mgr
",12/9/2020,5026 50 AVENUE,,AB,T0A 3A0,7806141341.0,No 
813360,ST. ALBERT,26 Rowland Crescent,"Beaudry, Kieley Deanna, Mgr
",7/9/2025,26 ROWLAND CRES,,AB,T8N 4B3,7802669996.0,No 
302024,ST. ALBERT,Blunt Botanicals,,2/16/2024,21 SYLVAN DRIVE,,AB,T8N 0G7,7804050150.0,No 
778397,ST. ALBERT,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",8/16/2019,2-512 ST ALBERT TRAIL,,AB,T8N 5Z1,5872904201.0,Yes
782214,ST. ALBERT,Canna Cabana,"Wheeler, Ethan James, Mgr
",11/18/2020,207-2 HEBERT RD,,AB,T8N 5T8,7805900308.0,Yes
784173,ST. ALBERT,Cannabis Discounter,"Kaur, Amandeep, Mgr
",6/27/2022,320-10 ROSE GATE,,AB,T8N 7Y3,7805690067.0,Yes
777988,ST. ALBERT,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",10/17/2018,19 BELLEROSE DRIVE,,AB,T8N 5E1,7805900012.0,Yes
780788,ST. ALBERT,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",10/4/2019,120-4 VERSAILLES AVE,,AB,T8N 7V1,7805900479.0,Yes
783937,ST. ALBERT,Kushi Cannabis,"Toor, Serena Kaur, Mgr
",6/8/2022,2B SIR WINSTON CHURCHILL AVE,,AB,T8N 3T6,7803470363.0,No 
780994,ST. ALBERT,Plantlife,"Scott, Ian Hardie, Mgr
",9/10/2019,515-935 ST ALBERT TRAIL,,AB,T8N 4K6,7805692268.0,No 
781097,ST. ALBERT,Plantlife,"Scott, Ian Hardie, Mgr
",1/10/2020,410-860 ST ALBERT TRAIL,,AB,T8N 7V2,7805690058.0,No 
781256,ST. ALBERT,Rocky Mountain Roots,"Kujala, Matthew Robert, Mgr
",4/20/2020,120-410 ST ALBERT TRAIL,,AB,T8N 5J9,7805690208.0,Yes
777961,ST. ALBERT,The Wanted Leaf,"Ayoob, Azam Ghani, Mgr
",7/2/2019,107-50 ST THOMAS ST,,AB,T8N 6Z8,5872904200.0,Yes
782879,ST. ALBERT,Value Buds at Village Landing,"Sanderson, Grant Leigh, Mgr
",7/16/2021,305-140 ST ALBERT TRAIL,,AB,T8N 7C8,7805694561.0,No 
778033,STETTLER,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",10/24/2018,6610 50 AVE,,AB,T0C 2L2,5876278000.0,Yes
779807,STETTLER,Mountain Mellow,"Turner, Kyle Dale, Mgr
",11/27/2019,C-4805 75 STREET,,AB,T0C 2L0,4035961717.0,No 
777965,STONY PLAIN,Daily Blaze,,10/17/2018,1-5009 50 STREET,,AB,T7Z 1T3,7805911121.0,No 
783986,STONY PLAIN,Pop's Cannabis Co.,"Arbuthnot, John William, Mgr
",3/31/2022,105-4600 48 ST,,AB,T7Z 1L4,7809684608.0,Yes
809747,STONY PLAIN,URBN Leaf Cannabis Company Stony Plain,,4/24/2025,100-4300 SOUTH PARK DR,,AB,T7Z 2W7,7809635279.0,No 
783473,STONY PLAIN,Value Buds at Stony Plain East,"Sanderson, Grant Leigh, Mgr
",8/11/2021,137-3009 43 AVE,,AB,T7Z 0H4,7805911977.0,No 
783122,STONY PLAIN,Value Buds at Stony Plain West,"Sanderson, Grant Leigh, Mgr
",10/4/2021,26-4410 48 ST,,AB,T7Z 1L4,7809635873.0,No 
807163,STRATHMORE,Beyond The Leaf,"Chouhan, Pushpinder Singh, Mgr
",1/31/2025,239A 3 AVENUE,,AB,T1P 1N7,4039830655.0,No 
777991,STRATHMORE,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",6/24/2019,110M-800 PINE RD,,AB,T1P 0A2,4039620010.0,Yes
785036,STRATHMORE,Four20,"Morrow, Scott Andrew, Mgr
",12/6/2022,B-510 HIGHWAY 1,,AB,T1P 1M6,5874415248.0,Yes
812251,STRATHMORE,Inspired Cannabis Co.,,12/5/2025,125C2-100 RANCH MARKET,,AB,T1P 0A8,6045629504.0,No 
814780,STRATHMORE,The Garden Cannabis Co.,"Pries, Brook Laurel, Mgr
",12/22/2025,302-297 EDGEFIELD PL,,AB,T1P 0E8,4039349506.0,No 
819024,STRATHMORE,Wheatland Cannabis,"Bhullar, Sundeep, Mgr
",3/25/2026,35C SPRUCE PARK DR,,AB,T1P 1J2,4036044906.0,No 
781930,SUCKER CREEK FIRST NATION,4Hoots,"Willier, Glen Lucas, Mgr
",3/24/2021,15129 HIGHWAY 2A,,AB,T0G 0W0,7805237730.0,No 
779723,SUNDRE,Sunshine Cannabis,"Cleasby, Brent Edwin, Mgr
",4/23/2020,1-586 MAIN AVENUE W,,AB,T0M 1X0,5874441123.0,No 
781167,SYLVAN LAKE,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",12/11/2019,3-40 HEWLETT PARK LANDNG,,AB,T4S 2J3,4038645197.0,Yes
781885,SYLVAN LAKE,Firestone Cannabis,"Lojczyc, Brett Nathan, Mgr
",11/26/2020,2-5040 50 ST,,AB,T4S 1P3,4038640621.0,No 
783281,SYLVAN LAKE,FOUR20 Premium Market,"Morrow, Scott Andrew, Mgr
",6/21/2021,830-62 THEVENAZ IND. TRAIL,,AB,T4S 0B6,5873295595.0,Yes
781640,SYLVAN LAKE,Oz Cannabis,"Laurie, Alexander, Mgr
",7/30/2020,320-49 HINSHAW DR,,AB,T4S 0K5,4038641500.0,Yes
778773,SYLVAN LAKE,Valhalla Cannabis,"Larsen, John David, Mgr
",7/2/2019,104-4 CUENDET IND. WAY,,AB,T4S 2J7,4038876437.0,Yes
783044,SYLVAN LAKE,Weed Kings Inc.,"McKay, Debbra Doreen, Mgr
",2/17/2022,130-1 IRON GATE DR,,AB,T4S 0T8,4035974874.0,Yes
801889,TABER,Harvest Bud Supply,"Mail, Eli Samuel, Mgr
",5/13/2024,5014 46 AVE,,AB,T1G 2A6,4032237887.0,Yes
784316,THORSBY,Country Cannabis Store,"Becker, Jan, Mgr
",7/5/2022,4914 HANKIN STREET,,AB,T0C 2P0,5874154999.0,No 
783851,THREE HILLS,GoodVibes Cannabis,"Kalia, Akshthal, Mgr
",3/16/2022,414 MAIN STREET,,AB,T0M 2A0,6477745325.0,No 
779570,TOFIELD,Nobal Buds Inc.,"Mansley, Ian, Mgr
",2/3/2020,5016 51 AVENUE,,AB,T0B 4J0,7809660714.0,Yes
811071,TROCHU,Goodvibes Cannabis of Trochu,"Kalia, Akshthal, Mgr
",3/28/2025,323 MAIN ST,,AB,T0M 2C0,6477745325.0,No 
785549,TSUUT'INA,Canna Cabana,"Wheeler, Ethan James, Mgr
",12/20/2023,1011-11501 BUFFALO RUN BLVD,,AB,T3T 0E4,5872321427.0,Yes
782321,TURNER VALLEY,Mountain Air Cannabis,"Wasylyshen, Jesse David, Mgr
",4/12/2021,132 MAIN STREET NW,,AB,T0L 2A0,8252109333.0,No 
785963,TWO HILLS,GoodVibes Cannabis of Two Hills,"Kalia, Akshthal, Mgr
",11/23/2023,1-5012 47 AVENUE,,AB,T0B 4K0,6477745325.0,No 
783553,VALLEYVIEW,Botanica VV,"Passerin, Ramona Heidi, Mgr
",11/5/2021,4405 HIGHWAY STREET,,AB,T0H 3N0,7807797611.0,No 
786482,VALLEYVIEW,Cannabis 4 Less,"Hinks, Lucas Gault Juneau, Mgr
",4/3/2024,4818 50 STREET,,AB,T0H 3N0,7802282881.0,Yes
777983,VALLEYVIEW,URBN Leaf Cannabis Company Valleyview,"Ruether, Craig Thomas, Mgr
",4/18/2019,1C-3808 HIGHWAY STREET,,AB,T0H 3N0,7805243212.0,No 
783001,VEGREVILLE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",5/12/2021,4806 50 AVE,,AB,T9C 1K9,5877900925.0,Yes
815062,VEGREVILLE,One Plant Vegreville,"Serruya, Aaron, Mgr
",11/19/2025,1-6817 16A HWY W,,AB,T9C 0A7,7809023362.0,No 
778546,VEGREVILLE,The Green Box Cannabis,"Jamieson, Janna Dawn, Mgr
",5/14/2020,6549 HIGHWAY 16A,,AB,T9C 0A3,7806310388.0,Yes
783093,VEGREVILLE,Value Buds at Vegreville,"Sanderson, Grant Leigh, Mgr
",6/15/2021,103-5105 49 AVE,,AB,T9C 1L9,7806324410.0,No 
783091,VERMILION,Value Buds at Vermilion,"Sanderson, Grant Leigh, Mgr
",6/15/2021,202-4121 51 ST,,AB,T9X 0B4,7808534020.0,No 
802995,VERMILION,Vermilion Cannabis,"Sethi, Mohit, Mgr
",9/10/2024,B-5032 50 AVE,,AB,T9X 1A2,5876068030.0,Yes
786131,VIKING,GoodVibes Cannabis of Viking,"Kalia, Akshthal, Mgr
",1/2/2024,1 - 5201 50 STREET,,AB,T0B 4N0,6477745325.0,No 
784744,VILNA,GoodVibes Cannabis of Vilna,"Kalia, Akshthal, Mgr
",1/16/2023,5024 50 STREET,,AB,T0A 3L0,6477745325.0,No 
801890,VULCAN,Vulcan Bud Supply,"Mail, Eli Samuel, Mgr
",6/6/2024,SERVICE ROAD  UNIT A-102,,AB,T0L 2B0,4034856685.0,Yes
778383,WABAMUN,Mary Jane on Penny Lane,"Williams, Grover Marvin, Mgr
",7/15/2019,5126 51 AVENUE,,AB,T0E 2K0,7807170506.0,No 
779045,WABASCA,Canna-Bliss,"Roberts, Jesse Robert, Mgr
",7/8/2019,960E NOEL DRIVE,,AB,T0G 2K0,7808912440.0,No 
785069,WABASCA,Joe Cannabis,"Han, Youngwook, Mgr
",12/11/2023,2001 MISTASSINIY ROAD,,AB,T0G 2K0,7808913023.0,No 
782901,WAINWRIGHT,Jeb's Joint,"Breunig, Joshua Edward, Mgr
",8/17/2021,1021 14 AVE,,AB,T9W 1K5,7808064722.0,No 
780996,WAINWRIGHT,Plantlife,"Scott, Ian Hardie, Mgr
",9/10/2019,20-2840 13 AVE,,AB,T9W 0A2,5876071045.0,Yes
782808,WAINWRIGHT,Wainwright Cannabis,"Dhillon, Amarjeetsingh Gurudayalsingh, Mgr
",6/25/2021,1111 10 ST,,AB,T9W 1E3,7808421622.0,No 
810512,WATERTON PARK,Forest Flower,"Little, Amelia Claire, Mgr
",6/2/2025,301C WINDFLOWER AVENUE,,AB,T0K 2M0,4038002097.0,No 
783307,WEMBLEY,URBN Leaf Cannabis Company Wembley,"Ruether, Craig Thomas, Mgr
",9/16/2021,10011 100 AVENUE,,AB,T0H 3S0,7808302160.0,No 
784390,WESTEROSE,Firestone Cannabis - Pigeon Lake,"Lojczyc, Brett Nathan, Mgr
",6/13/2022,17 VILLAGE DR    RR 2,,AB,T0C 2V0,7802221187.0,No 
784605,WESTLOCK,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",8/2/2022,10140 107 ST,,AB,T7P 1X3,7803494267.0,No 
812005,WESTLOCK,Dog Star Cannabis,"Schoenfeld, Nicole, Mgr
",6/24/2025,301-59422 44 HWY,,AB,T7P 2P4,3062014514.0,No 
778003,WESTLOCK,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",7/8/2019,10111 104 AVE,,AB,T7P 1K6,7803494836.0,Yes
806339,WESTLOCK,Wild RoseBud Inc.,,1/8/2025,PO BOX 5437,,AB,T7P 2P5,7802067186.0,No 
800468,WESTLOCK COUNTY,One World Cannabis,"Mandziuk, Michael William, Mgr
",9/24/2024,59420 HIGHWAY 2,,AB,T0G 0P0,5874002420.0,No 
777918,WETASKIWIN,Cannabis Boutique,"Parker, Steven Larry F., Mgr
",7/15/2019,5011C 50 AVENUE,,AB,T9A 0S4,5874689989.0,Yes
778309,WETASKIWIN,Firestone Cannabis,"Murphy, Kyle Alexander, Mgr
",7/2/2019,4119 56 ST,,AB,T9A 1V2,7803121797.0,No 
779577,WETASKIWIN,Wetaskiwin Cannabis,"Lojczyc, Brett Nathan, Mgr
",7/22/2019,5510 40 AVE,,AB,T9A 3R1,7803122389.0,No 
301414,WHEATLAND COUNTY,Joi Botanicals Ltd.,"Karren, Jeffrey Allan, Mgr
",6/19/2020,53 DURAM DRIVE,,AB,T0J 1X0,8664204564.0,No 
778414,WHITECOURT,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",11/5/2018,16-5115 49 STREET,,AB,T7S 1P1,7807067343.0,Yes
781192,WHITECOURT,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",12/18/2019,2-4331 52 AVENUE,,AB,T7S 1X6,7803968431.0,Yes
779517,WHITECOURT,Value Buds at Gateway Plaza,"Sanderson, Grant Leigh, Mgr
",4/18/2019,101-3815 CAXTON STREET,,AB,T7S 0A2,7807784233.0,No 
